,embedding_x,embedding_y
117,17.52825,6.2186112
118,-0.7620485,15.071036
119,-3.3950775,15.18285
120,-0.5604385,15.866705
121,-2.299028,19.565626
122,-10.282575,7.8036914
123,-2.6982527,19.954815
124,-0.7855998,0.17258336
125,-2.5091972,15.1847725
126,0.79291457,20.687653
127,20.343967,4.7763615
128,0.037097707,3.0083742
129,0.09683405,2.9709744
130,20.907257,11.659883
131,-3.3197865,19.963682
132,19.06917,20.255915
133,5.5870576,-8.895915
134,5.2347193,-7.715549
135,12.71551,-4.356002
136,-3.3070908,19.960007
137,12.918691,17.091127
138,19.258877,5.653131
139,0.8025998,10.979767
140,12.298271,17.66952
141,12.516526,-4.5875764
142,-3.56075,20.77617
143,0.6868655,20.5233
144,0.04094685,-3.4902081
145,-3.684417,20.970049
146,0.62679166,20.264095
147,-3.3127367,19.996716
148,5.904051,-8.057201
149,0.30750754,10.216972
150,0.0005999068,9.208206
151,-3.783798,3.5573587
152,20.775465,-2.5553458
153,-9.016112,-6.8066897
154,0.9954533,21.201756
155,10.070632,-3.621613
156,5.2801056,1.4118966
157,8.229569,10.032945
158,0.039236117,-8.322638
159,0.6794688,-9.0239525
160,12.427583,17.4556
161,-0.34489644,3.1329548
162,0.5924466,18.483406
163,0.84416884,10.909361
164,7.030595,24.191187
165,12.720732,-4.3489194
166,-10.269997,9.957457
167,18.227682,6.350003
168,21.491566,11.283776
169,0.15529719,19.838644
170,-0.70501995,15.13944
171,-5.920171,-0.79732645
172,-1.2929758,15.1944475
173,1.5156827,10.716426
174,0.95260364,21.173986
175,0.3346041,19.861116
176,8.166782,9.904375
177,-8.666319,0.80419636
178,8.335955,0.81521946
179,1.8859175,-4.9372063
180,-0.3072447,17.60345
181,-10.212515,10.361842
182,-0.5528063,15.867794
183,1.9959145,18.297283
184,0.546915,20.26688
185,10.890515,-4.768185
186,-6.293627,-0.45333737
187,-1.4627497,0.2154136
188,-0.43296424,14.660994
189,-5.963721,-0.70503896
190,0.9964774,20.905159
191,-2.480554,14.588603
192,-10.311389,7.2508063
193,19.814812,3.9861128
194,-0.67692065,15.158513
195,-6.081008,-0.5968674
196,11.780321,-3.5110216
197,17.610209,6.323521
198,19.309324,5.601934
199,12.694275,-4.3058963
200,-0.5110136,2.977687
201,20.343092,4.748942
202,12.024479,-5.5633955
203,-3.972646,15.515948
204,11.571474,-5.710519
205,1.4438367,20.201813
206,17.519035,6.217174
207,0.6568591,20.256313
208,-10.342703,7.2288523
209,12.124042,-5.634764
210,8.249546,10.216034
211,0.6577052,18.516232
212,-11.18297,7.6423087
213,21.070831,-1.0789793
214,17.6038,5.635713
215,19.895521,3.7513084
216,5.1693177,-9.201501
217,-0.14307773,17.86651
218,15.795801,1.9034717
219,-6.0933523,-0.5996159
220,-0.8921023,0.22436984
221,-0.74364096,15.185551
222,7.819568,8.975785
223,19.735195,3.3993673
224,-1.6151041,1.3936999
225,4.8062634,3.8249712
226,4.6833925,5.721224
227,2.813965,15.399009
228,21.950027,11.350754
229,7.8508425,9.008637
230,-2.3945937,14.591933
231,21.954578,11.351584
232,19.50029,4.2618713
233,20.958673,11.771101
234,21.112114,13.382177
235,-0.4370795,14.66325
236,-0.85873896,8.115405
237,-9.446029,-0.979747
238,-1.1868011,7.762901
239,-3.2819586,20.03198
240,1.3699108,9.885377
241,1.1224543,10.892818
242,-11.134492,6.722245
243,-0.37596262,14.601557
244,-0.38237748,14.6061
245,1.452828,20.21763
246,-4.9030004,-7.552617
247,1.3154373,11.028397
248,-3.497498,14.2910595
249,2.8654652,18.172058
250,-3.1471817,14.5795
251,-10.300732,7.616455
252,2.808258,15.409696
253,1.2143131,20.386187
254,-2.2948642,19.562664
255,-5.868574,-0.85428905
256,0.026521092,2.6018975
257,-2.6086693,14.467635
258,11.453758,-4.7466116
259,19.609886,12.502821
260,-0.3747153,14.597236
261,5.899352,-8.065913
262,0.95984316,21.179249
263,-8.795101,17.223759
264,1.5976654,10.130169
265,0.05120693,-8.336468
266,0.12778975,21.559341
267,-0.027876534,9.168943
268,-0.7231147,15.016917
269,4.715637,-7.8387513
270,-2.9175186,15.523162
271,-1.4995866,0.14361255
272,0.5491907,18.42868
273,-0.4532856,14.683705
274,-2.1973755,15.2334175
275,-1.1205587,7.833069
276,0.48183963,18.481873
277,-3.5888884,15.386227
278,1.5563709,20.322283
279,-2.3346379,15.363594
280,7.0046988,24.15682
281,-2.5197327,14.493527
282,-2.8170476,15.487153
283,-0.32836926,17.566385
284,-0.9079742,0.21581268
285,-2.4906352,14.530564
286,-3.4184582,16.464888
287,-3.2605662,16.293095
288,18.872261,20.002365
289,-0.8051199,15.0781555
290,1.8222522,-4.201579
291,15.783519,1.6930928
292,8.262261,10.123501
293,0.41302943,2.5472522
294,-2.3143992,14.846152
295,5.912004,-8.044649
296,20.97469,-0.8269229
297,4.7085085,-7.8403015
298,0.87623143,10.970209
299,0.30716664,10.2121725
300,19.192501,5.7165723
301,1.0191987,21.164816
302,-3.4698892,14.39219
303,-3.437383,16.509321
304,0.5887679,18.488453
305,12.721738,-4.39756
306,-3.1184907,16.135246
307,1.2398362,20.138254
308,5.1063275,5.2511983
309,6.2284603,14.090952
310,7.792486,8.973564
311,-0.5682973,15.850869
312,-2.4850307,14.573676
313,0.6175534,10.587492
314,1.117459,10.929714
315,-12.889492,9.288796
316,-10.148094,9.577674
317,-2.532483,15.171879
318,-10.709295,6.6944475
319,0.56667596,18.454924
320,1.1652104,21.289612
321,-6.278652,-0.45470104
322,-3.5139492,14.248221
323,-3.4345572,16.514881
324,-2.2294652,15.278223
325,-5.8748198,-0.8621863
326,0.08428491,2.9793468
327,-1.4656599,0.115185335
328,6.3798747,14.686319
329,-2.9934518,15.73523
330,-0.6921348,15.228566
331,-0.6002556,8.445831
332,-0.31776345,17.587801
333,12.202378,-5.0365715
334,-3.652982,21.476078
335,21.965097,11.320042
336,-3.3765686,16.452436
337,1.16096,21.205423
338,11.849522,-6.397718
339,-3.4512675,16.542915
340,0.80611473,10.8277855
341,-0.5677732,15.846028
342,21.955273,11.305183
343,-10.258754,10.366077
344,16.523628,7.881895
345,7.0330343,24.194407
346,-0.87755865,15.059799
347,18.015245,6.5038457
348,-2.4528575,14.542486
349,6.379468,14.685152
350,-2.4292457,14.56075
351,-10.283839,10.312253
352,-1.6060278,0.34186944
353,-0.30993906,2.558799
354,20.760998,-2.5763097
355,21.003386,-2.2488284
356,11.980642,5.905176
357,19.297035,5.1677833
358,0.7673036,20.321766
359,21.964516,11.319167
360,-1.53365,-4.879928
361,-0.7338412,0.13166243
362,17.5572,5.34633
363,-12.998505,9.3835535
364,-0.970617,15.064157
365,0.30034727,10.214865
366,11.988886,-3.5744834
367,1.1186775,10.935398
368,-2.4251833,19.1493
369,9.713115,-4.954926
370,-7.4379435,0.10148008
371,0.03888609,-3.4891372
372,-0.7471549,15.195749
373,6.216337,14.102557
374,-1.4567633,0.114295185
375,0.57251173,18.452738
376,20.907948,-2.28389
377,0.6419714,20.352066
378,-0.9492549,8.017845
379,20.390083,4.8563113
380,2.3575106,18.167479
381,-1.126005,15.169569
382,-3.5229595,14.255396
383,5.3685746,2.5807047
384,0.07237338,2.967077
385,-11.352505,7.157871
386,-3.3908596,16.453785
387,0.2980172,10.217016
388,7.875302,9.0295315
389,1.514127,10.043722
390,0.6170911,18.495205
391,12.358791,-3.7809718
392,-2.5105686,14.55014
393,-3.9543922,15.445951
394,0.5659947,18.479546
395,-3.3288183,19.962002
396,6.356124,14.678493
397,19.25249,5.5859427
398,0.5476097,18.436886
399,-3.4721859,14.374332
400,-10.916985,8.298647
401,-1.601498,0.32352272
402,-0.22106126,8.968588
403,8.236253,10.0639715
404,-0.56503105,15.854517
405,-10.219853,7.901348
406,22.904526,9.616777
407,21.059433,-2.8460016
408,10.881916,-4.7561173
409,1.4251326,20.221365
410,-11.127404,7.278901
411,5.1495094,-8.722601
412,2.8344724,18.173132
413,0.29746258,10.22165
414,-3.664088,20.974361
415,-12.947451,9.395655
416,5.895875,-8.065803
417,-2.7799385,19.929037
418,-11.143731,6.7436333
419,-2.4079185,14.579738
420,-6.966901,-0.13461661
421,4.54384,-8.014205
422,22.916836,9.6035385
423,12.652162,16.188858
424,-2.3686256,15.362126
425,-7.413341,0.082218885
426,-0.3870157,14.609045
427,-3.614916,20.858597
428,4.572323,-7.976988
429,12.708625,-4.347315
430,11.619515,-3.7479103
431,-2.3932292,15.359566
432,-3.228389,20.539637
433,-2.5118532,14.492121
434,1.4170566,10.6014595
435,-11.745519,7.1124306
436,15.812918,25.853456
437,-1.3012211,7.6441503
438,0.010152059,18.009424
439,-2.286864,19.55055
440,15.967494,25.69846
441,-1.1254678,15.1597595
442,-10.189836,9.70921
443,18.960987,20.227118
444,-0.8228516,8.155671
445,-1.0564201,7.8993382
446,0.11049533,2.96291
447,5.8286433,-8.035565
448,-3.282154,14.84752
449,0.002723604,2.5191736
450,0.79691553,10.931508
451,0.30800036,10.226004
452,-1.1105691,7.843923
453,-0.7231677,15.006656
454,-2.63172,19.915955
455,-2.5192766,14.490634
456,-6.0673575,-0.61685014
457,19.431416,4.199555
458,1.0583278,10.333193
459,21.28725,10.957144
460,13.786606,-12.338637
461,1.1650406,10.355408
462,19.238167,5.176444
463,-1.0912343,7.865267
464,-10.448234,10.201042
465,-3.6507473,21.473103
466,-3.5456913,20.773972
467,20.694296,11.56135
468,-1.1062087,7.8487372
469,-7.4757595,0.1166507
470,-8.723583,0.85924417
471,21.287306,10.943057
472,-2.4269001,14.549907
473,2.8174753,15.395269
474,-1.6015972,1.3518991
475,2.80868,15.400276
476,2.8039048,15.404895
477,2.7798772,15.437801
478,1.5601511,10.064839
479,-3.4441226,16.51618
480,19.435875,4.2249866
481,-9.009599,-6.795224
482,0.6704188,-9.0145855
483,-9.385984,-0.9291074
484,7.0241957,24.184902
485,-11.185357,7.6325645
486,-3.4012072,14.400398
487,2.8426733,18.175264
488,19.519295,4.281078
489,20.742523,-2.3761823
490,-0.72474873,15.270241
491,-2.4354439,19.209255
492,-1.1177456,15.218392
493,-0.32143775,17.589544
494,-2.6435328,19.919243
495,21.951576,11.303887
496,11.523312,-4.959023
497,-0.77015483,15.0446415
498,-0.5670196,15.847488
499,20.699001,11.556801
500,-0.18489341,17.754602
501,11.724616,-9.163102
502,7.7989182,8.963618
503,21.107666,-1.1556576
504,-3.6342354,21.49883
505,-3.3355427,20.026299
506,1.1176494,21.212555
507,8.12226,9.7413225
508,17.508755,6.202404
509,-3.6641245,20.952734
510,-2.2880788,19.57767
511,-0.7091991,15.2846575
512,8.224732,10.039704
513,-0.73445594,14.973915
514,0.3525983,19.917078
515,0.3315426,18.313135
516,-5.9971037,-0.68334895
517,-2.649592,19.931929
518,19.206003,5.7245154
519,7.0424557,24.202574
520,-2.451744,15.194607
521,5.0574536,5.3006625
522,-2.5256062,15.029031
523,-2.3107903,15.345495
524,0.30198678,10.237417
525,6.3975096,14.633005
526,1.5319362,20.302298
527,-11.469737,7.169615
528,1.3457261,10.557433
529,7.063782,24.225594
530,0.23107818,21.465519
531,12.235465,-6.422319
532,-10.203641,10.357709
533,-10.243024,8.014607
534,0.91762996,20.960844
535,-12.962583,9.374721
536,7.45147,12.606559
537,-1.4717922,0.2536182
538,-13.002871,9.353841
539,-2.558936,19.85751
540,12.363776,-6.027491
541,-0.13322316,20.001041
542,-8.725801,0.86128366
543,5.253433,-7.725755
544,19.342884,5.1654515
545,22.272593,11.57566
546,-3.433104,16.519218
547,0.121461265,19.834564
548,12.683538,16.56938
549,1.1559751,21.27958
550,-2.4369595,14.542769
551,-1.0489564,15.133025
552,1.4487437,11.119896
553,5.226189,-7.7239327
554,12.363865,-3.790936
555,1.5330884,10.68468
556,19.844797,4.133829
557,11.54943,-5.9492702
558,-1.4790096,0.12250346
559,-0.8363651,8.141753
560,-2.23805,19.53527
561,19.458216,12.589848
562,12.685729,-4.2858872
563,12.041212,-5.579925
564,-12.976002,9.347189
565,12.699933,-4.332616
566,0.083138496,2.9475598
567,19.265259,5.139725
568,-0.75807065,15.198338
569,19.751652,3.5410187
570,6.149395,14.246852
571,21.160812,13.453546
572,8.144828,9.785712
573,11.469999,-5.887127
574,-3.264349,16.291517
575,7.814779,8.979574
576,-1.6110889,0.33084327
577,-0.29221144,17.55189
578,-2.327638,19.593021
579,0.37984124,2.565711
580,-12.320731,11.586836
581,19.498873,4.2041106
582,5.907883,-8.053839
583,-1.485495,0.24547778
584,-0.73908406,0.12716155
585,-0.76820815,15.04184
586,0.5355208,18.45244
587,0.14070241,21.550537
588,-1.248732,15.211218
589,12.405195,-3.8249831
590,-0.5621522,15.862596
591,12.305544,1.2792645
592,-2.30768,19.566368
593,-5.081845,6.2006354
594,-4.9175572,-7.5472474
595,0.022278897,-3.4722104
596,-10.262896,7.976835
597,-6.200303,-0.91048574
598,12.308136,17.681229
599,0.35611293,2.5749204
600,11.604951,-5.706041
601,17.668137,6.3534813
602,11.733399,-9.172687
603,13.757046,-12.368129
604,-11.32783,7.2430487
605,1.8876153,-4.9340987
606,12.588411,-4.1578965
607,-1.6390237,1.4299985
608,12.226034,-5.77846
609,1.5777572,10.084564
610,22.919445,9.60194
611,19.817204,4.792686
612,12.385426,-6.0323873
613,-0.7791513,15.040208
614,-0.5687316,15.833392
615,11.817189,-9.263301
616,21.958492,11.311637
617,5.597586,-8.896287
618,-3.420723,20.428152
619,-3.6668043,21.053545
620,-0.32362935,3.1333349
621,-5.09129,6.1911783
622,4.523143,-0.80931693
623,12.1763115,-5.7039595
624,-2.4335914,14.565005
625,12.2672205,-5.8913727
626,-2.3277874,19.595793
627,0.6260755,18.459326
628,-10.240462,7.852208
629,-10.2846985,7.82318
630,21.071875,-2.112561
631,-10.336242,7.2831326
632,1.8814456,-4.9439793
633,12.289155,-5.778875
634,-1.5102276,0.27293164
635,12.67273,16.196983
636,6.381309,14.651838
637,22.919674,9.604891
638,-11.759006,7.1021986
639,-11.333121,6.9671597
640,12.64922,16.187683
641,-6.24864,-0.9436656
642,0.25258595,21.462942
643,0.041188754,-3.4911847
644,-0.70239466,0.070661604
645,12.701993,16.647367
646,0.95270276,21.141193
647,1.1828305,21.301651
648,0.21910733,21.483122
649,1.1922469,20.362936
650,5.5942335,-8.883321
651,-10.345635,7.4957337
652,22.916798,9.60339
653,-11.733088,7.0391717
654,5.587939,-8.866595
655,2.78094,15.418013
656,2.7869585,15.419464
657,11.810133,-9.256544
658,2.7936208,15.413896
659,0.68101424,-9.025671
660,0.93706405,10.775858
661,-1.1203686,15.212074
662,-3.4481242,16.09233
663,-3.0363872,15.767713
664,-0.76753813,15.01883
665,-0.866422,15.017929
666,-3.9943707,15.481983
667,-0.73341393,15.472319
668,-3.410993,14.392745
669,1.5288802,20.322527
670,12.205382,-6.6104403
671,7.8666987,9.020935
672,-2.4465797,19.209642
673,12.668441,0.8546193
674,15.81439,25.852251
675,21.962723,11.319278
676,1.5128083,10.749831
677,-0.28912553,17.59841
678,7.839183,8.99338
679,18.817074,19.979383
680,-7.9651113,-0.006089147
681,15.747328,1.6165496
682,5.5277143,-8.905877
683,21.025301,-2.8218598
684,-10.274123,7.7959347
685,1.8149362,-4.224605
686,-7.5788517,10.01484
687,-4.003699,15.471741
688,0.2489877,19.868696
689,-1.0425236,0.22286375
690,-3.6595013,20.947206
691,-0.701006,15.460136
692,-7.564881,9.9945135
693,0.16301844,21.53435
694,21.185293,-0.7244704
695,-8.98494,-6.7859817
696,5.086937,5.27083
697,0.22765389,19.823545
698,15.813285,25.853191
699,-0.74166477,15.233097
700,-3.4939127,14.357883
701,-2.4271286,14.550795
702,2.8177497,15.394738
703,19.342897,5.0990524
704,-2.5030956,19.222677
705,-0.8935656,8.082358
706,19.947895,12.20081
707,-1.5892708,0.33762112
708,0.79723775,10.947367
709,11.875099,-6.392661
710,4.474591,-0.8703634
711,15.5568495,1.2823262
712,-0.74881786,15.026283
713,-2.303467,15.152889
714,6.2490115,14.068342
715,-4.886645,-7.5565133
716,0.32979926,10.18603
717,-0.30385965,17.614082
718,0.17019835,9.379423
719,8.271697,10.136603
720,0.29512936,10.229964
721,12.522624,-4.5837812
722,-0.015998777,2.5813468
723,-0.49177703,2.9814267
724,6.144433,14.208262
725,-0.83917874,15.065197
726,-3.8656807,15.239521
727,-1.5157154,0.243532
728,-2.536863,14.487975
729,-3.3438182,14.503486
730,-9.070433,17.34975
731,15.52406,1.242614
732,0.102527566,2.9551167
733,19.23724,5.5590353
734,-9.125635,17.397264
735,-2.4889305,15.192392
736,13.695794,-12.42983
737,11.8603325,-6.388781
738,5.229405,-7.726103
739,-2.3202465,15.284022
740,11.925029,-3.5306377
741,22.91858,9.601306
742,-3.6320627,20.892014
743,-3.4201431,14.394338
744,-2.839207,15.181523
745,-8.57971,-0.3806125
746,19.208282,5.28166
747,12.2207155,-5.7033954
748,6.364937,14.66451
749,-2.9483666,15.764823
750,-3.4457731,14.370266
751,-3.306936,19.971176
752,1.4535164,10.615085
753,-0.9987334,7.9649305
754,-0.121188685,19.987053
755,12.148613,-5.653831
756,21.064127,-0.6414849
757,0.31042305,10.242457
758,-2.5228422,14.582087
759,19.860083,12.279551
760,-3.0193655,14.618915
761,-3.7532601,15.240092
762,0.96517164,21.147278
763,1.3048103,10.454808
764,5.360292,2.9484177
765,-3.6485462,21.482752
766,-2.482662,15.173018
767,4.5484114,-8.021768
768,19.340616,5.6989326
769,-0.30255806,17.614119
770,-0.99109393,7.973505
771,22.917261,9.602175
772,-0.2555874,2.4272711
773,1.8020891,-4.19316
774,0.08580515,2.9705114
775,12.713618,-4.3487883
776,-0.98314077,15.086765
777,19.939829,12.2124
778,-11.398983,7.1700177
779,12.362236,-3.7789378
780,-0.2038393,-8.062425
781,0.33803612,18.312553
782,5.5881653,-8.857029
783,-10.223302,8.28426
784,19.538355,4.089856
785,-4.90933,-7.55528
786,12.994542,17.39645
787,12.915913,17.136534
788,-1.1394788,7.8138986
789,1.1164197,20.420069
790,-8.947809,17.514656
791,0.3711739,19.912428
792,8.20196,10.003791
793,21.965368,11.3159075
794,-10.555868,7.0713634
795,11.767681,15.661905
796,19.48255,12.563155
797,-3.038319,15.992222
798,1.8707501,-4.2413926
799,7.830103,9.001243
800,15.816768,25.849998
801,-9.233132,17.515797
802,-0.3002189,17.57903
803,0.20074677,2.5290196
804,2.7984684,18.166176
805,-0.96421796,8.002338
806,11.726429,15.620793
807,-0.14198266,20.00352
808,0.46047866,9.817133
809,-0.44686925,14.677157
810,2.0156803,-4.7017593
811,-1.189313,15.166652
812,-0.92360663,8.047105
813,5.899679,-8.066049
814,-0.33954415,17.604277
815,8.244317,10.066258
816,-0.015249397,2.493695
817,-0.8489268,0.22572514
818,-12.280816,11.630008
819,15.818214,25.84812
820,21.967556,11.317082
821,10.345317,-4.2313538
822,-2.5086913,15.392977
823,-2.379117,15.366325
824,2.8102856,15.401031
825,-0.7269957,0.07671634
826,5.3313127,2.6669838
827,4.5757217,5.803646
828,-1.6432838,1.5056691
829,25.26945,15.39376
830,21.96411,11.310196
831,-10.33033,7.2369804
832,6.3696737,14.659397
833,-0.15417123,17.82325
834,-2.6698232,19.961594
835,20.793154,-2.3857534
836,-6.120462,-0.92974
837,5.52342,-8.760222
838,-11.335285,6.952656
839,-10.131864,9.555488
840,-3.3342962,20.011435
841,1.8044498,-4.2254148
842,-1.4988459,0.13912879
843,-1.4368166,0.106904395
844,12.705601,-4.374951
845,19.264736,5.6752853
846,-1.071958,15.216253
847,-0.31238398,17.595215
848,0.12577258,9.324515
849,12.228453,-6.6030354
850,7.0757556,24.236681
851,11.461649,-5.8749776
852,20.771938,-2.5770144
853,-7.5691376,10.008142
854,-6.7654176,-0.29204342
855,21.976282,11.296774
856,-12.921565,9.352169
857,-9.435932,-0.9739116
858,-5.95078,-0.8645856
859,5.7948833,4.819688
860,19.324581,5.715485
861,0.076011136,2.972709
862,0.83397406,10.9562
863,8.090059,9.650367
864,1.3791764,9.88245
865,-10.154304,9.5599375
866,-11.46126,7.684321
867,-0.108043626,3.0439863
868,-3.430696,16.4994
869,22.928017,9.599429
870,21.0391,-2.8394556
871,-0.20162441,17.736628
872,20.37624,4.8180466
873,-2.4730034,15.404379
874,0.13541166,21.556982
875,14.455336,5.853837
876,1.8235247,-4.2276363
877,0.138532,19.849487
878,21.284302,10.947773
879,12.21306,16.053156
880,21.164927,13.460542
881,-10.154894,10.395784
882,18.007238,6.4935226
883,0.5617704,20.280687
884,21.965288,11.320754
885,1.4568367,20.273561
886,-3.2392957,20.577976
887,7.1142926,24.273048
888,-9.16875,-0.777932
889,-6.75235,-0.25656256
890,-0.37016332,14.593048
891,-7.4634724,0.11381455
892,1.0464631,10.882351
893,0.21942243,18.244846
894,6.1557264,14.247368
895,7.059364,24.220816
896,1.3764524,10.111203
897,-0.96924424,0.2478288
898,0.98776823,21.166801
899,11.732717,-9.174333
900,-3.5072796,14.262487
901,0.707663,10.818695
902,0.5957691,20.335178
903,-5.934564,-0.7831563
904,-1.0840667,7.872782
905,0.39921972,2.5975094
906,0.61874014,-8.958609
907,-0.7211512,0.07773892
908,22.908546,9.6100855
909,0.7536643,20.614819
910,-2.3959043,19.66344
911,19.425217,12.62165
912,19.826494,20.208273
913,-0.95095706,8.017025
914,6.21371,14.112582
915,-0.1125338,19.990677
916,-0.90775627,8.063007
917,1.4769402,20.355022
918,1.3518139,20.128325
919,-9.149271,17.379148
920,-10.318656,7.2402835
921,21.957087,11.316218
922,-0.28462657,17.564997
923,13.512219,-12.614099
924,11.691443,-3.588914
925,19.497244,4.183797
926,18.968843,20.199759
927,13.794605,-12.330708
928,0.13791601,19.859446
929,-0.9381189,8.033872
930,-0.21850805,17.70325
931,0.59467494,18.493076
932,20.938866,-2.747117
933,-0.17336948,-8.0943
934,-0.41755038,14.644105
935,1.4637092,10.007659
936,8.281934,10.158037
937,15.967422,25.698296
938,-9.411572,-0.9486416
939,12.283484,-3.7346532
940,13.001063,17.458954
941,1.0011832,20.931116
942,-11.13006,8.044225
943,-10.15559,9.529355
944,20.999058,-2.2574258
945,22.919657,9.602208
946,0.047758017,2.9739115
947,-2.6699972,15.464054
948,5.5271606,-8.971694
949,-0.381515,14.604824
950,-0.9107643,0.23261009
951,19.823603,20.208532
952,17.507002,6.1904993
953,-1.4016359,0.1071807
954,-2.2083204,15.237252
955,21.07403,-2.878246
956,-2.6951008,19.926311
957,-2.0862234,15.265398
958,11.841109,-6.382416
959,0.4065775,9.828068
960,21.285686,10.9482355
961,19.215467,5.380473
962,1.7878959,-4.3721757
963,-10.321188,7.538298
964,19.333384,5.0386367
965,1.3430017,9.992081
966,17.488424,6.1761174
967,-3.4595823,14.365703
968,21.000778,-2.2520747
969,-3.6101897,14.576099
970,-3.4182725,14.385395
971,-3.4287012,16.503225
972,21.967573,11.323389
973,-0.33662897,17.59708
974,-2.9409478,15.77191
975,22.919964,9.6021595
976,-3.5841377,14.552989
977,-3.4550867,14.3443
978,0.005954534,9.209694
979,19.818266,12.318488
980,0.6395146,-8.979324
981,-10.196519,10.385243
982,-0.019157015,20.065632
983,2.2707372,18.211237
984,-10.152695,9.566915
985,-2.5951443,14.608551
986,-2.6887898,19.954782
987,12.719802,16.689533
988,19.929064,12.216327
989,21.287458,10.95355
990,22.917278,9.602578
991,21.15293,13.451963
992,21.961037,11.318614
993,-0.34186342,3.1286018
994,5.9051867,-8.051495
995,-0.4605316,14.69151
996,2.1629024,18.26146
997,21.169226,13.468788
998,20.982162,-2.28763
999,-12.306323,11.604651
1000,21.978807,11.336051
1001,6.2223487,14.116527
1002,-8.612157,-0.4129694
1003,11.832141,-6.37135
1004,-10.219237,7.9417906
1005,21.033913,-1.1046053
1006,20.747303,-2.3864124
1007,2.1696398,18.257668
1008,-10.459512,10.170953
1009,-3.6499245,21.474243
1010,-0.8387692,8.139929
1011,7.869584,12.422874
1012,9.866067,24.839016
1013,5.4075828,2.9500785
1014,21.226402,10.76534
1015,19.866922,12.275594
1016,0.6965504,-9.040562
1017,9.896722,24.866854
1018,9.907663,24.875053
1019,-2.9629886,15.412956
1020,9.903526,24.869268
1021,7.150953,24.310963
1022,0.740311,20.468523
1023,2.8348258,15.330114
1024,9.908027,24.874397
1025,9.921458,24.886063
1026,9.924052,24.88809
1027,-8.7144375,0.85086197
1028,2.8550847,15.319089
1029,1.8810859,-4.9379263
1030,11.485023,-5.8684273
1031,11.965496,-5.5093217
1032,5.437429,3.2581992
1033,9.946038,24.904697
1034,-9.448719,-0.98212624
1035,8.446844,0.69900787
1036,9.942489,24.904186
1037,4.578756,5.8002944
